timestamp,open_rate,high_rate,low_rate,close_rate
2020-04-15,-0.012803,0.002925,-0.012803,0.002925
2020-04-16,-0.007017,0.006363999999999999,-0.046001,0.006363999999999999
2020-04-17,0.005926,0.005926,-0.006771,-0.006771
2020-04-18,-0.003132,-0.003132,-0.019642,-0.019642
2020-04-19,-0.019142,0.008514,-0.019142,0.008514
2020-04-20,-0.00131,-0.00131,-0.005762,-0.005762
2020-04-21,-0.009179999999999999,0.01,-0.009179999999999999,0.01
2020-04-22,-0.002663,-0.002663,-0.031243999999999997,-0.031243999999999997
2020-04-23,-0.022340000000000002,0.01,-0.022340000000000002,0.01
2020-04-24,0.01,0.01,0.01,0.01
2020-04-25,0.01,0.01,0.01,0.01
2020-04-26,0.01,0.01,0.0074930000000000005,0.01
2020-04-27,0.01,0.01,0.01,0.01
2020-04-28,0.01,0.01,0.01,0.01
2020-04-29,0.01,0.01,0.01,0.01
2020-04-30,0.013208,0.097517,0.01,0.01
2020-05-01,0.021072,0.021072,0.013527999999999998,0.013527999999999998
2020-05-02,0.01,0.010144,0.01,0.010144
2020-05-03,0.01,0.019809999999999998,0.01,0.015161999999999998
2020-05-04,0.011925,0.011925,0.01,0.01
2020-05-05,0.01,0.01,0.01,0.01
2020-05-06,0.01,0.035981,0.01,0.035981
2020-05-07,0.01,0.01,0.01,0.01
2020-05-08,0.016093999999999997,0.053189999999999994,0.016093999999999997,0.053189999999999994
2020-05-09,0.042037,0.07581600000000001,0.042037,0.058018
2020-05-10,0.042326,0.042326,0.01,0.01
2020-05-11,0.01,0.01,0.01,0.01
2020-05-12,0.01,0.01,0.01,0.01
2020-05-13,0.01,0.01,0.01,0.01
2020-05-14,0.01,0.01,0.01,0.01
2020-05-15,0.01,0.01,0.0044,0.01
2020-05-16,0.01,0.01,0.01,0.01
2020-05-17,0.008001,0.008001,0.000888,0.000888
2020-05-18,0.01,0.01,-0.00664,-0.00664
2020-05-19,0.01,0.01,0.007892,0.01
2020-05-20,0.01,0.01,0.01,0.01
2020-05-21,-0.009027,0.01,-0.009027,0.01
2020-05-22,-0.00515,0.006867000000000001,-0.00515,0.006867000000000001
2020-05-23,-0.002092,0.007023,-0.002092,0.007023
2020-05-24,0.01,0.01,0.006724,0.006724
2020-05-25,0.006784,0.006784,-0.004286,-0.004226
2020-05-26,-3.5e-05,0.01,-3.5e-05,0.004599
2020-05-27,0.002104,0.01,-0.014025,-0.014025
2020-05-28,-0.011366000000000001,-0.001187,-0.011366000000000001,-0.001187
2020-05-29,0.002618,0.002618,-0.0006039999999999999,-0.0006039999999999999
2020-05-30,0.01,0.01,0.01,0.01
2020-05-31,0.01,0.01,0.01,0.01
2020-06-01,0.01,0.01,-0.002911,0.000938
2020-06-02,0.03448,0.07831,0.01,0.01
2020-06-03,0.01,0.01,0.008646,0.01
2020-06-04,0.01,0.01,0.01,0.01
2020-06-05,0.01,0.01,0.01,0.01
2020-06-06,0.01,0.01,0.01,0.01
2020-06-07,0.01,0.01,0.01,0.01
2020-06-08,0.01,0.01,0.01,0.01
2020-06-09,0.01,0.01,0.01,0.01
2020-06-10,0.01,0.01,0.01,0.01
2020-06-11,0.01,0.01,0.01,0.01
2020-06-12,0.01,0.01,-0.003816,0.009713999999999999
2020-06-13,-0.0019420000000000001,0.01,-0.0019420000000000001,0.01
2020-06-14,0.007102,0.01,0.007102,0.01
2020-06-15,0.01,0.01,-0.018213,-0.018213
2020-06-16,-0.015215000000000001,0.01,-0.015215000000000001,0.01
2020-06-17,0.007763999999999999,0.007763999999999999,-0.008320000000000001,0.007509999999999999
2020-06-18,-0.010005,0.007624000000000001,-0.011589,0.007624000000000001
2020-06-19,-0.000157,0.01,-0.000157,0.01
2020-06-20,0.01,0.01,0.001186,0.01
2020-06-21,-0.003057,0.01,-0.003057,0.01
2020-06-22,0.01,0.01,0.006784,0.01
2020-06-23,0.01,0.012214999999999998,0.01,0.012214999999999998
2020-06-24,0.011286000000000001,0.011286000000000001,0.01,0.01
2020-06-25,0.01,0.01,0.01,0.01
2020-06-26,0.009401,0.01,0.009401,0.01
2020-06-27,0.01,0.01,0.01,0.01
2020-06-28,0.01,0.01,0.004867,0.004867
2020-06-29,0.01,0.01,0.01,0.01
2020-06-30,0.01,0.01,0.01,0.01
2020-07-01,0.01,0.01,0.01,0.01
2020-07-02,0.01,0.01,0.01,0.01
2020-07-03,0.01,0.01,0.01,0.01
2020-07-04,0.01,0.01,0.01,0.01
2020-07-05,0.01,0.01,0.01,0.01
2020-07-06,0.01,0.01,0.01,0.01
2020-07-07,0.01,0.01,0.01,0.01
2020-07-08,0.01,0.01,0.01,0.01
2020-07-09,0.01,0.01,0.01,0.01
2020-07-10,0.01,0.01,0.01,0.01
2020-07-11,0.01,0.01,0.01,0.01
2020-07-12,0.01,0.01,0.01,0.01
2020-07-13,0.01,0.01,0.01,0.01
2020-07-14,0.01,0.01,0.01,0.01
2020-07-15,0.01,0.01,0.01,0.01
2020-07-16,0.01,0.01,0.01,0.01
2020-07-17,0.01,0.01,0.01,0.01
2020-07-18,0.01,0.01,0.01,0.01
2020-07-19,0.01,0.01,0.01,0.01
2020-07-20,0.01,0.01,0.01,0.01
2020-07-21,0.01,0.01,0.01,0.01
2020-07-22,0.01,0.01,0.01,0.01
2020-07-23,0.01,0.01,0.01,0.01
2020-07-24,0.01,0.01,0.01,0.01
2020-07-25,0.01,0.01,0.01,0.01
2020-07-26,0.01,0.06543700000000001,0.01,0.06543700000000001
2020-07-27,0.047138,0.086993,0.047138,0.051888
2020-07-28,0.139484,0.139484,0.097576,0.097576
2020-07-29,0.083621,0.083621,0.061856,0.061856
2020-07-30,0.061759,0.072329,0.061759,0.069174
2020-07-31,0.08265399999999999,0.08265399999999999,0.037716,0.037716
2020-08-01,0.02791,0.048996,0.02791,0.048996
2020-08-02,0.095567,0.095567,0.024752,0.024752
2020-08-03,0.025849999999999998,0.045929,0.025849999999999998,0.043731
2020-08-04,0.031113000000000002,0.038617000000000005,0.030646999999999997,0.038617000000000005
2020-08-05,0.013898,0.022044,0.013898,0.022044
2020-08-06,0.038867,0.038867,0.036099,0.036099
2020-08-07,0.031707,0.031707,0.021201,0.023934
2020-08-08,0.01,0.01,0.01,0.01
2020-08-09,0.01,0.021065999999999998,0.01,0.014574
2020-08-10,0.01,0.131898,0.01,0.030218
2020-08-11,0.013371999999999998,0.059816,0.013371999999999998,0.059816
2020-08-12,0.01,0.01,0.01,0.01
2020-08-13,0.01,0.01,0.01,0.01
2020-08-14,0.017598,0.044038,0.017598,0.027433
2020-08-15,0.01,0.03665,0.01,0.021904
2020-08-16,0.01564,0.048777,0.01564,0.031523999999999996
2020-08-17,0.026342,0.08576,0.026342,0.08576
2020-08-18,0.11990499999999998,0.11990499999999998,0.078206,0.10015600000000001
2020-08-19,0.077293,0.077293,0.024051000000000003,0.024051000000000003
2020-08-20,0.024189,0.024189,0.01159,0.018281
2020-08-21,0.01,0.01,0.01,0.01
2020-08-22,0.01,0.01,0.01,0.01
2020-08-23,0.01,0.01,0.01,0.01
2020-08-24,0.01,0.01,0.01,0.01
2020-08-25,0.01,0.04258,0.01,0.04258
2020-08-26,0.023316,0.023316,0.01,0.013038000000000001
2020-08-27,0.01,0.01,0.01,0.01
2020-08-28,0.01,0.01,0.01,0.01
2020-08-29,0.01,0.01,0.01,0.01
2020-08-30,0.01,0.01,0.01,0.01
2020-08-31,0.01,0.015461,0.01,0.015461
2020-09-01,0.01,0.04686,0.01,0.04686
2020-09-02,0.032895,0.045038,0.032895,0.045038
2020-09-03,0.021394,0.024709,0.016828,0.024709
2020-09-04,0.01,0.01,0.01,0.01
2020-09-05,0.01,0.01,0.01,0.01
2020-09-06,0.01,0.01,0.01,0.01
2020-09-07,0.01,0.01,0.01,0.01
2020-09-08,0.01,0.01,0.01,0.01
2020-09-09,0.01,0.01,0.01,0.01
2020-09-10,0.01,0.01,0.01,0.01
2020-09-11,0.01,0.01,0.01,0.01
2020-09-12,0.01,0.01,0.01,0.01
2020-09-13,0.01,0.01,0.01,0.01
2020-09-14,0.01,0.01,0.000868,0.000868
2020-09-15,-0.022269999999999998,-0.002796,-0.022269999999999998,-0.005156
2020-09-16,-0.011181,-0.001488,-0.011181,-0.0031980000000000003
2020-09-17,-0.000563,0.002957,-0.000563,9.8e-05
2020-09-18,0.009425,0.009425,0.004967,0.004967
2020-09-19,-0.01155,-0.005749,-0.01155,-0.005749
2020-09-20,-0.006476,-0.006476,-0.011198,-0.006625
2020-09-21,-0.0075060000000000005,0.01,-0.012071,0.01
2020-09-22,0.01,0.01,0.01,0.01
2020-09-23,0.004321,0.004321,-0.005506,-0.005506
2020-09-24,0.003817,0.006991,0.001182,0.001182
2020-09-25,-0.023219,0.01,-0.023219,0.01
2020-09-26,0.01,0.01,0.01,0.01
2020-09-27,0.01,0.01,0.01,0.01
2020-09-28,0.01,0.01,0.01,0.01
2020-09-29,0.01,0.01,0.01,0.01
2020-09-30,0.01,0.01,0.01,0.01
2020-10-01,0.007412,0.01,0.007412,0.01
2020-10-02,-0.000263,0.01,-0.001652,0.01
2020-10-03,0.01,0.01,0.009749,0.009749
2020-10-04,-0.002144,0.005039,-0.002144,-0.0007559999999999999
2020-10-05,-0.0033810000000000003,-0.0033810000000000003,-0.009143,-0.006912000000000001
2020-10-06,-0.000126,0.006937,-0.008313,0.006937
2020-10-07,0.0005110000000000001,0.001553,-0.0008579999999999999,0.001553
2020-10-08,0.002693,0.008856000000000001,0.002693,0.008856000000000001
2020-10-09,0.006128,0.01,0.006128,0.01
2020-10-10,0.01,0.01,0.01,0.01
2020-10-11,0.01,0.01,0.01,0.01
2020-10-12,0.01,0.01,0.01,0.01
2020-10-13,0.01,0.01,0.01,0.01
2020-10-14,0.01,0.01,0.01,0.01
2020-10-15,0.01,0.01,0.01,0.01
2020-10-16,0.01,0.01,0.01,0.01
2020-10-17,0.01,0.01,0.01,0.01
2020-10-18,0.01,0.01,0.01,0.01
2020-10-19,0.01,0.01,0.01,0.01
2020-10-20,0.01,0.01,0.0037419999999999997,0.0037419999999999997
2020-10-21,0.002291,0.01,0.002291,0.01
2020-10-22,0.01,0.01,0.01,0.01
2020-10-23,0.01,0.01,0.01,0.01
2020-10-24,0.01,0.01,0.01,0.01
2020-10-25,0.01,0.01,0.01,0.01
2020-10-26,0.01,0.01,0.01,0.01
2020-10-27,0.009274,0.01,0.006127,0.01
2020-10-28,0.003725,0.01,0.003725,0.01
2020-10-29,-0.026006,-0.003189,-0.026006,-0.003189
2020-10-30,-0.015268,-0.000968,-0.015268,-0.013414
2020-10-31,-0.024694,0.009204,-0.024694,0.009204
2020-11-01,-0.006386,-0.004096,-0.006386,-0.005043
2020-11-02,0.007881,0.008717,-0.003275,0.008717
2020-11-03,-0.017064,-0.000467,-0.017064,-0.008581
2020-11-04,-0.007816,-0.002648,-0.023791,-0.023791
2020-11-05,0.01,0.01,0.01,0.01
2020-11-06,0.01,0.03429,0.01,0.03429
2020-11-07,0.024948,0.037914,0.024948,0.03589
2020-11-08,0.01,0.01,0.01,0.01
2020-11-09,0.01,0.01,0.01,0.01
2020-11-10,0.01,0.01,0.01,0.01
2020-11-11,0.01,0.01,0.01,0.01
2020-11-12,0.01,0.01,0.01,0.01
2020-11-13,0.01,0.01,0.01,0.01
2020-11-14,0.01,0.01,0.004277,0.004277
2020-11-15,0.01,0.01,0.01,0.01
2020-11-16,0.01,0.01,0.01,0.01
2020-11-17,0.01,0.01,0.01,0.01
2020-11-18,0.021138,0.057572,0.021138,0.021486
2020-11-19,0.01,0.052207,0.01,0.052207
2020-11-20,0.03665,0.039647,0.03665,0.038617
2020-11-21,0.01,0.059438,0.01,0.059438
2020-11-22,0.080363,0.086985,0.066537,0.066537
2020-11-23,0.101151,0.108391,0.01,0.108391
2020-11-24,0.050801,0.081176,0.050801,0.081176
2020-11-25,0.084235,0.084235,0.038079,0.075292
2020-11-26,0.035414,0.035414,0.01313,0.028796
2020-11-27,0.010773,0.010773,0.01,0.01
2020-11-28,0.01,0.01,0.01,0.01
2020-11-29,0.01,0.01,0.01,0.01
2020-11-30,0.01,0.029481,0.01,0.029481
2020-12-01,0.045929,0.045929,0.011546,0.011546
2020-12-02,0.01,0.01,0.01,0.01
2020-12-03,0.01,0.025455,0.01,0.025455
2020-12-04,0.012703,0.012703,0.01,0.01
2020-12-05,0.01,0.01,0.01,0.01
2020-12-06,0.01,0.01,0.01,0.01
2020-12-07,0.01,0.01,0.01,0.01
2020-12-08,0.01,0.01,0.01,0.01
2020-12-09,0.01,0.01,0.01,0.01
2020-12-10,0.01,0.01,0.01,0.01
2020-12-11,0.01,0.01,0.01,0.01
2020-12-12,0.01,0.01,-0.002135,0.004314
2020-12-13,0.01,0.01,0.01,0.01
2020-12-14,0.01,0.01,0.01,0.01
2020-12-15,0.01,0.01,0.01,0.01
2020-12-16,0.01,0.046054,0.01,0.046054
2020-12-17,0.01,0.054618,0.01,0.054618
2020-12-18,0.028532,0.054618,0.028532,0.045032
2020-12-19,0.01,0.070544,0.01,0.070544
2020-12-20,0.078228,0.078228,0.037486,0.038896
2020-12-21,0.041795,0.041795,0.023741,0.023741
2020-12-22,0.01,0.019956,0.01,0.019956
2020-12-23,0.01131,0.01131,0.01,0.010214
2020-12-24,0.01,0.027216,0.01,0.027216
2020-12-25,0.018528,0.034905,0.01,0.034905
2020-12-26,0.01,0.016965,0.01,0.01
2020-12-27,0.01994,0.071164,0.01994,0.071164
2020-12-28,0.043463,0.071278,0.036133,0.071278
2020-12-29,0.037693,0.04893,0.037693,0.039914
2020-12-30,0.048979,0.076836,0.048979,0.06288
2020-12-31,0.053292,0.060345,0.036744,0.036744
2021-01-01,0.022753,0.034457,0.022753,0.034457
2021-01-02,0.01,0.115471,0.01,0.115471
2021-01-03,0.115471,0.155006,0.114744,0.155006
2021-01-04,0.164126,0.236482,0.056137,0.056137
2021-01-05,0.088338,0.088338,0.047166,0.062904
2021-01-06,0.127193,0.210008,0.127193,0.149253
2021-01-07,0.100316,0.142744,0.099841,0.099841
2021-01-08,0.213517,0.213517,0.092044,0.131892
2021-01-09,0.062954,0.146942,0.062954,0.146942
2021-01-10,0.145604,0.145604,0.052988,0.052988
2021-01-11,0.086486,0.092044,0.053444,0.053444
2021-01-12,0.033526,0.054945,0.033526,0.054945
2021-01-13,0.014768,0.081553,0.014768,0.07053
2021-01-14,0.078331,0.078331,0.068503,0.068503
2021-01-15,0.055628,0.118185,0.055628,0.118185
2021-01-16,0.01,0.068496,0.01,0.068496
2021-01-17,0.033109,0.033109,0.01,0.01
2021-01-18,0.055375,0.10355,0.049321,0.10355
2021-01-19,0.06167,0.158467,0.06167,0.158467
2021-01-20,0.088178,0.088178,0.016482,0.016482
2021-01-21,0.042078,0.048357,0.026589,0.026589
2021-01-22,0.01,0.01,0.01,0.01
2021-01-23,0.01,0.012182,0.01,0.01
2021-01-24,0.01,0.041388,0.01,0.041388
2021-01-25,0.01,0.052253,0.01,0.042414
2021-01-26,0.013506,0.013506,0.01,0.01
2021-01-27,0.01,0.018528,0.01,0.01
2021-01-28,0.01,0.022262,0.01,0.022262
2021-01-29,0.01,0.166789,0.01,0.166789
2021-01-30,0.039208,0.052428,0.01,0.052428
2021-01-31,0.054944,0.054944,0.039914,0.044234
2021-02-01,0.013932,0.066848,0.013932,0.066848
2021-02-02,0.036787,0.122181,0.020373,0.122181
2021-02-03,0.077297,0.080805,0.075287,0.075287
2021-02-04,0.029063,0.074286,0.020151,0.061936
2021-02-05,0.056635,0.099154,0.056635,0.099154
2021-02-06,0.034782,0.102371,0.01,0.102371
2021-02-07,0.155546,0.155546,0.065121,0.106206
2021-02-08,0.059267,0.248993,0.057887,0.248993
2021-02-09,0.131125,0.186573,-0.016073,0.161159
2021-02-10,0.124313,0.17535,0.112397,0.112397
2021-02-11,0.076742,0.17411,0.076742,0.17411
2021-02-12,0.128772,0.128772,0.105533,0.105533
2021-02-13,0.139999,0.141609,0.075946,0.075946
2021-02-14,0.085048,0.149489,0.085048,0.149489
2021-02-15,0.11786,0.11786,0.040617,0.068133
2021-02-16,0.0996,0.141818,0.0996,0.141818
2021-02-17,0.104066,0.147112,0.093436,0.147112
2021-02-18,0.132249,0.154303,0.125842,0.125842
2021-02-19,0.091255,0.128791,0.01,0.128791
2021-02-20,0.156318,0.156318,0.116465,0.122535
2021-02-21,0.100357,0.14009,0.099022,0.12582
2021-02-22,0.117049,0.117049,0.077864,0.077864
2021-02-23,0.024947,0.02962,0.013281,0.013281
2021-02-24,0.013281,0.051791,0.01,0.037289
2021-02-25,0.017706,0.034053,0.017706,0.034053
2021-02-26,0.01,0.01,0.01,0.01
2021-02-27,0.030164,0.04457,0.010038,0.010038
2021-02-28,0.01,0.037706,0.01,0.037706
2021-03-01,0.016921,0.016921,0.01,0.01
2021-03-02,0.01,0.01,0.01,0.01
2021-03-03,0.01,0.045078,0.01,0.045078
2021-03-04,0.01,0.01,0.01,0.01
2021-03-05,0.01,0.01,0.01,0.01
2021-03-06,0.01,0.066848,0.01,0.01
2021-03-07,0.01,0.017606,0.006677,0.017606
2021-03-08,0.01,0.024757,0.01,0.024757
2021-03-09,0.072419,0.072419,0.041976,0.057038
2021-03-10,0.024344,0.056915,0.024344,0.056915
2021-03-11,0.095931,0.099305,0.085439,0.085439
2021-03-12,0.102002,0.102002,0.051199,0.051199
2021-03-13,0.047834,0.060567,0.047834,0.057114
2021-03-14,0.081828,0.115069,0.081828,0.115069
2021-03-15,0.08201,0.10521,0.015776,0.015776
2021-03-16,0.022573,0.040673,0.022573,0.040673
2021-03-17,0.035367,0.035367,0.019234,0.024575
2021-03-18,0.030265,0.032547,0.029259,0.032547
2021-03-19,0.032006,0.03326,0.012887,0.03326
2021-03-20,0.04928,0.04928,0.044452,0.048936
2021-03-21,0.031366,0.042375,0.01,0.01
2021-03-22,0.051919,0.051919,0.045562,0.048977
2021-03-23,0.02421,0.042245,0.02421,0.042245
2021-03-24,0.053454,0.053454,0.016567,0.026422
2021-03-25,0.011828,0.116465,0.01,0.01
2021-03-26,0.016,0.016,0.01,0.01
2021-03-27,0.01,0.077864,0.01,0.01
2021-03-28,0.01,0.01,0.01,0.01
2021-03-29,0.01,0.018171,0.01,0.018171
2021-03-30,0.032026,0.083501,0.027258,0.083501
2021-03-31,0.080754,0.080754,0.058414,0.058414
2021-04-01,0.109277,0.109277,0.051932,0.051932
2021-04-02,0.071058,0.106221,0.01,0.10197
2021-04-03,0.10197,0.107843,0.063267,0.101313
2021-04-04,0.05209,0.05209,0.01,0.026521
2021-04-05,0.039464,0.045078,0.037409,0.037409
2021-04-06,0.037409,0.097189,0.037409,0.083736
2021-04-07,0.057609,0.057609,0.05366,0.05366
2021-04-08,0.05366,0.05366,0.01,0.026225
2021-04-09,0.019611,0.026301,0.019611,0.021785
2021-04-10,0.012959,0.148624,0.012959,0.119652
2021-04-11,0.086735,0.105998,0.057038,0.105998
2021-04-12,0.093793,0.106358,0.093793,0.094343
2021-04-13,0.084072,0.12267,0.084072,0.12267
2021-04-14,0.090508,0.108567,0.090508,0.104786
2021-04-15,0.104786,0.110324,0.047834,0.110324
2021-04-16,0.109647,0.120022,0.084593,0.115519
2021-04-17,0.054906,0.10521,0.054007,0.087572
2021-04-18,0.081624,0.081624,0.01,0.01
2021-04-19,0.01,0.089928,0.01,0.01
2021-04-20,0.01,0.01,0.01,0.01
2021-04-21,0.01,0.012887,-0.001081,0.01
2021-04-22,0.01,0.01,0.01,0.01
2021-04-23,0.01,0.047618,0.01,0.01
2021-04-24,0.01,0.027672,0.01,0.01676
2021-04-25,0.0217,0.038558,0.01,0.01
2021-04-26,0.01,0.016567,0.01,0.01
2021-04-27,0.01,0.01,0.01,0.01
2021-04-28,0.01,0.01,0.01,0.01
2021-04-29,0.01,0.01,0.01,0.01
2021-04-30,0.01,0.01,0.01,0.01
2021-05-01,0.011209,0.032496,0.01,0.032496
2021-05-02,0.015819,0.045285,0.015819,0.045283
2021-05-03,0.040313,0.067307,0.036188,0.067307
2021-05-04,0.050959,0.066426,0.012186,0.066426
2021-05-05,0.044701,0.044701,0.01,0.011734
2021-05-06,0.011734,0.09352,0.011734,0.09352
2021-05-07,0.044645,0.053313,0.017144,0.017144
2021-05-08,0.05937,0.05937,0.046279,0.046426
2021-05-09,0.048942,0.083736,0.043845,0.063864
2021-05-10,0.033531,0.098653,0.033531,0.098653
2021-05-11,0.039557,0.050874,0.025625,0.025625
2021-05-12,0.016659,0.039761,0.016659,0.039761
2021-05-13,0.011638,0.119652,0.01,0.022863
2021-05-14,0.04004,0.04004,0.015069,0.015069
2021-05-15,0.01,0.020153,0.01,0.020153
2021-05-16,0.040248,0.040248,0.016682,0.036196
2021-05-17,0.01,0.063989,0.01,0.059294
2021-05-18,0.054643,0.054643,0.014723,0.021809
2021-05-19,0.01,0.115519,-0.089697,-0.089697
2021-05-20,0.01,0.021809,0.01,0.01
2021-05-21,0.01,0.01,-0.001001,0.007546
2021-05-22,-0.024448,0.01,-0.024448,0.01
2021-05-23,-0.005011,0.004696,-0.005011,0.004696
2021-05-24,-0.008534,0.002089,-0.009905,0.002089
2021-05-25,0.01,0.01,0.01,0.01
2021-05-26,0.01,0.01,0.01,0.01
2021-05-27,0.01,0.01,0.01,0.01
2021-05-28,0.01,0.01,0.01,0.01
2021-05-29,0.01,0.010375,-0.001001,0.010375
2021-05-30,0.01,0.01,0.01,0.01
2021-05-31,0.01,0.01,0.01,0.01
2021-06-01,0.01,0.01,0.01,0.01
2021-06-02,0.01,0.01,0.01,0.01
2021-06-03,0.01,0.01,0.01,0.01
2021-06-04,0.01,0.020566,0.01,0.01
2021-06-05,0.01,0.036188,0.01,0.01
2021-06-06,0.01,0.01,0.01,0.01
2021-06-07,0.01,0.042458,0.01,0.01
2021-06-08,0.01,0.01,0.001015,0.01
2021-06-09,0.01,0.01,-0.014842,-0.014842
2021-06-10,-0.016793,0.01,-0.016793,0.01
2021-06-11,0.01,0.01,0.002612,0.004776
2021-06-12,-0.00778,0.01,-0.00778,-0.000814
2021-06-13,0.00964,0.00964,-0.006559,-0.006559
2021-06-14,0.01,0.01,-0.003144,-0.003144
2021-06-15,0.008002,0.01,0.008002,0.01
2021-06-16,0.01,0.015069,0.01,0.01
2021-06-17,0.01,0.01,0.01,0.01
2021-06-18,0.005342,0.01,0.000345,0.01
2021-06-19,-0.005205,0.007475,-0.009441,0.007475
2021-06-20,0.007475,0.01,-0.018437,-0.018437
2021-06-21,-0.001617,0.035813,-0.089697,-0.019854
2021-06-22,0.007947,0.01,-0.032806,-0.032806
2021-06-23,6.7e-05,6.7e-05,-0.019895,-0.019895
2021-06-24,-0.007785,0.01,-0.018863,-0.018863
2021-06-25,0.002372,0.086993,0.002372,0.01
2021-06-26,-0.011029,-0.010371,-0.013121,-0.010371
2021-06-27,-0.023578,0.083621,-0.052905,-0.026102
2021-06-28,-0.002914,0.01,-0.002914,0.01
2021-06-29,0.008346,0.01,0.003883,0.003883
2021-06-30,0.01,0.01,0.01,0.01
2021-07-01,0.01,0.01,0.01,0.01
2021-07-02,0.008304,0.01,-0.012187,-0.012187
2021-07-03,-0.004866,0.00353,-0.01355,0.00353
2021-07-04,0.00353,0.004428,-0.01527,0.004428
2021-07-05,0.01,0.01,-0.01044,-0.01044
2021-07-06,-0.000681,-0.000681,-0.01114,-0.008213
2021-07-07,-0.013362,0.01,-0.013362,0.01
2021-07-08,0.001382,0.014574,-0.02808,-0.02808
2021-07-09,-0.010885,-0.010885,-0.018845,-0.018845
2021-07-10,-8.1e-05,0.007847,-8.1e-05,7.2e-05
2021-07-11,0.007785,0.01,-0.003373,-0.003373
2021-07-12,0.008851,0.01,0.003463,0.01
